Numer pomiaru ; Numer pomiaru instancji ; Próba badawcza ; Liczba wierzcho³ków ; Czas[ms] 
43;1;1 do 10 000 000;5;0.0828
44;1;1 do 10;5;0.0969
44;1;1 do 10 000;5;0.0852
44;1;1 do 10 000 000;5;0.0925
45;1;1 do 10;5;0.055
45;1;1 do 10 000;5;0.2079
45;1;1 do 10 000 000;5;0.0818
46;1;1 do 10;5;0.0925
46;1;1 do 10 000;5;0.2413
46;1;1 do 10 000 000;5;0.0872
47;1;1 do 10;5;0.1783
47;1;1 do 10 000;5;0.0954
47;1;1 do 10 000 000;5;0.0979
48;1;1 do 10;5;0.2174
48;1;1 do 10 000;5;0.0891
48;1;1 do 10 000 000;5;0.093
49;1;1 do 10;5;0.1613
49;1;1 do 10 000;5;0.1064
49;1;1 do 10 000 000;5;0.0866
50;1;1 do 10;5;0.3525
50;1;1 do 10 000;5;0.0936
50;1;1 do 10 000 000;5;0.0812
51;1;1 do 10;5;0.2147
51;1;1 do 10 000;5;0.0862
51;1;1 do 10 000 000;5;0.0859
52;1;1 do 10;5;0.1759
52;1;1 do 10 000;5;0.1145
52;1;1 do 10 000 000;5;0.2068
53;1;1 do 10;5;0.7109
53;1;1 do 10 000;5;0.0887
53;1;1 do 10 000 000;5;0.0995
54;1;1 do 10;5;1.4221
54;1;1 do 10 000;5;0.151
54;1;1 do 10 000 000;5;0.124
55;1;1 do 10;5;0.518
55;1;1 do 10 000;5;0.0889
55;1;1 do 10 000 000;5;0.1837
56;1;1 do 10;5;0.0953
56;1;1 do 10 000;5;0.0942
56;1;1 do 10 000 000;5;0.0873
57;1;1 do 10;5;0.0945
57;1;1 do 10 000;5;0.141
57;1;1 do 10 000 000;5;0.1376
58;1;1 do 10;5;0.1101
58;1;1 do 10 000;5;0.0934
58;1;1 do 10 000 000;5;0.0924
59;1;1 do 10;5;0.2596
59;1;1 do 10 000;5;0.092
59;1;1 do 10 000 000;5;0.0853
60;1;1 do 10;5;0.5106
60;1;1 do 10 000;5;0.1185
60;1;1 do 10 000 000;5;0.103
61;1;1 do 10;5;0.2009
61;1;1 do 10 000;5;0.097
61;1;1 do 10 000 000;5;0.0967
62;1;1 do 10;5;0.1238
62;1;1 do 10 000;5;0.0839
62;1;1 do 10 000 000;5;0.1421
63;1;1 do 10;5;0.1171
63;1;1 do 10 000;5;0.0891
63;1;1 do 10 000 000;5;0.4025
64;1;1 do 10;5;0.1749
64;1;1 do 10 000;5;0.0883
64;1;1 do 10 000 000;5;3.9231
65;1;1 do 10;5;0.2141
65;1;1 do 10 000;5;0.0895
65;1;1 do 10 000 000;5;0.0942
66;1;1 do 10;5;0.2847
66;1;1 do 10 000;5;0.095
66;1;1 do 10 000 000;5;0.0855
67;1;1 do 10;5;0.2077
67;1;1 do 10 000;5;0.1029
67;1;1 do 10 000 000;5;0.0935
68;1;1 do 10;5;0.1567
68;1;1 do 10 000;5;0.1383
68;1;1 do 10 000 000;5;0.1069
69;1;1 do 10;5;0.1255
69;1;1 do 10 000;5;0.0922
69;1;1 do 10 000 000;5;0.1097
70;1;1 do 10;5;0.0946
70;1;1 do 10 000;5;0.1385
70;1;1 do 10 000 000;5;0.0815
71;1;1 do 10;5;0.1543
71;1;1 do 10 000;5;0.1551
71;1;1 do 10 000 000;5;0.0985
72;1;1 do 10;5;0.748
72;1;1 do 10 000;5;0.1163
72;1;1 do 10 000 000;5;0.0981
73;1;1 do 10;5;0.0977
73;1;1 do 10 000;5;0.0828
73;1;1 do 10 000 000;5;0.0768
74;1;1 do 10;5;0.097
74;1;1 do 10 000;5;0.1013
74;1;1 do 10 000 000;5;0.0801
75;1;1 do 10;5;0.0725
75;1;1 do 10 000;5;0.083
75;1;1 do 10 000 000;5;0.0826
76;1;1 do 10;5;0.0865
76;1;1 do 10 000;5;0.0845
76;1;1 do 10 000 000;5;0.0877
77;1;1 do 10;5;0.0829
77;1;1 do 10 000;5;0.0815
77;1;1 do 10 000 000;5;0.0836
78;1;1 do 10;5;0.3783
78;1;1 do 10 000;5;0.0859
78;1;1 do 10 000 000;5;0.0879
79;1;1 do 10;5;0.1812
79;1;1 do 10 000;5;0.0966
79;1;1 do 10 000 000;5;0.0873
80;1;1 do 10;5;0.0498
80;1;1 do 10 000;5;0.0776
80;1;1 do 10 000 000;5;0.0947
81;1;1 do 10;5;0.0841
81;1;1 do 10 000;5;0.0911
81;1;1 do 10 000 000;5;0.1082
82;1;1 do 10;5;0.0834
82;1;1 do 10 000;5;0.052
82;1;1 do 10 000 000;5;0.0924
83;1;1 do 10;5;0.2013
83;1;1 do 10 000;5;0.0842
83;1;1 do 10 000 000;5;0.0884
84;1;1 do 10;5;0.1196
84;1;1 do 10 000;5;0.2501
84;1;1 do 10 000 000;5;0.1023
85;1;1 do 10;5;1.2989
85;1;1 do 10 000;5;0.0959
85;1;1 do 10 000 000;5;0.0915
86;1;1 do 10;5;0.0926
86;1;1 do 10 000;5;0.0821
86;1;1 do 10 000 000;5;0.1019
87;1;1 do 10;5;0.0756
87;1;1 do 10 000;5;0.0905
87;1;1 do 10 000 000;5;0.0853
88;1;1 do 10;5;0.0941
88;1;1 do 10 000;5;0.0825
88;1;1 do 10 000 000;5;0.0832
89;1;1 do 10;5;0.079
89;1;1 do 10 000;5;0.0748
89;1;1 do 10 000 000;5;0.0844
90;1;1 do 10;5;0.5848
90;1;1 do 10 000;5;0.0827
90;1;1 do 10 000 000;5;0.0959
91;1;1 do 10;5;0.0889
91;1;1 do 10 000;5;0.0879
91;1;1 do 10 000 000;5;0.0863
92;1;1 do 10;5;0.0875
92;1;1 do 10 000;5;0.0804
92;1;1 do 10 000 000;5;0.0856
93;1;1 do 10;5;0.0802
93;1;1 do 10 000;5;0.1105
93;1;1 do 10 000 000;5;0.0816
94;1;1 do 10;5;0.0935
94;1;1 do 10 000;5;0.0867
94;1;1 do 10 000 000;5;0.0506
95;1;1 do 10;5;0.0518
95;1;1 do 10 000;5;0.1915
95;1;1 do 10 000 000;5;0.0523
96;1;1 do 10;5;0.0921
96;1;1 do 10 000;5;0.2055
96;1;1 do 10 000 000;5;0.0922
97;1;1 do 10;5;0.0614
97;1;1 do 10 000;5;0.0893
97;1;1 do 10 000 000;5;0.08
98;1;1 do 10;5;0.1878
98;1;1 do 10 000;5;0.1053
98;1;1 do 10 000 000;5;0.0876
99;1;1 do 10;5;0.0508
99;1;1 do 10 000;5;0.094
99;1;1 do 10 000 000;5;0.1018
100;1;1 do 10;5;0.0565
100;1;1 do 10 000;5;0.0946
100;1;1 do 10 000 000;5;0.0827
1;1;1 do 10;6;0.1872
1;1;1 do 10 000;6;0.2094
1;1;1 do 10 000 000;6;0.1621
2;1;1 do 10;6;0.1881
2;1;1 do 10 000;6;0.1821
2;1;1 do 10 000 000;6;0.1794
3;1;1 do 10;6;0.2034
3;1;1 do 10 000;6;0.1699
3;1;1 do 10 000 000;6;0.1588
4;1;1 do 10;6;0.1667
4;1;1 do 10 000;6;0.1664
4;1;1 do 10 000 000;6;0.1616
5;1;1 do 10;6;0.2057
5;1;1 do 10 000;6;0.1101
5;1;1 do 10 000 000;6;0.165
6;1;1 do 10;6;0.1425
6;1;1 do 10 000;6;0.2513
6;1;1 do 10 000 000;6;0.1853
7;1;1 do 10;6;0.1947
7;1;1 do 10 000;6;0.165
7;1;1 do 10 000 000;6;0.172
8;1;1 do 10;6;0.1977
8;1;1 do 10 000;6;0.2186
8;1;1 do 10 000 000;6;0.1585
9;1;1 do 10;6;0.3203
9;1;1 do 10 000;6;0.2365
9;1;1 do 10 000 000;6;0.2586
10;1;1 do 10;6;0.9995
10;1;1 do 10 000;6;0.1672
10;1;1 do 10 000 000;6;0.2518
11;1;1 do 10;6;0.1836
11;1;1 do 10 000;6;0.1886
11;1;1 do 10 000 000;6;0.1645
12;1;1 do 10;6;0.1758
12;1;1 do 10 000;6;0.3443
12;1;1 do 10 000 000;6;0.1664
13;1;1 do 10;6;0.2718
13;1;1 do 10 000;6;0.1789
13;1;1 do 10 000 000;6;0.4918
14;1;1 do 10;6;0.563
14;1;1 do 10 000;6;0.2276
14;1;1 do 10 000 000;6;0.1831
15;1;1 do 10;6;0.1777
15;1;1 do 10 000;6;0.1765
15;1;1 do 10 000 000;6;0.2383
16;1;1 do 10;6;0.3371
16;1;1 do 10 000;6;0.1482
16;1;1 do 10 000 000;6;0.2038
17;1;1 do 10;6;0.2075
17;1;1 do 10 000;6;0.457
17;1;1 do 10 000 000;6;0.1682
18;1;1 do 10;6;0.2221
18;1;1 do 10 000;6;0.176
18;1;1 do 10 000 000;6;0.161
19;1;1 do 10;6;0.1877
19;1;1 do 10 000;6;0.1765
19;1;1 do 10 000 000;6;0.1693
20;1;1 do 10;6;0.1741
20;1;1 do 10 000;6;0.2264
20;1;1 do 10 000 000;6;0.2937
21;1;1 do 10;6;0.4754
21;1;1 do 10 000;6;0.1702
21;1;1 do 10 000 000;6;0.7181
22;1;1 do 10;6;0.3323
22;1;1 do 10 000;6;0.1608
22;1;1 do 10 000 000;6;0.1707
23;1;1 do 10;6;0.1939
23;1;1 do 10 000;6;0.2221
23;1;1 do 10 000 000;6;0.1749
24;1;1 do 10;6;0.1037
24;1;1 do 10 000;6;0.2038
24;1;1 do 10 000 000;6;0.1891
25;1;1 do 10;6;0.3101
25;1;1 do 10 000;6;0.1819
25;1;1 do 10 000 000;6;0.1562
26;1;1 do 10;6;0.1961
26;1;1 do 10 000;6;0.1835
26;1;1 do 10 000 000;6;0.1775
27;1;1 do 10;6;0.1274
27;1;1 do 10 000;6;0.1991
27;1;1 do 10 000 000;6;0.2554
28;1;1 do 10;6;0.3649
28;1;1 do 10 000;6;0.201
28;1;1 do 10 000 000;6;0.1711
29;1;1 do 10;6;0.2664
29;1;1 do 10 000;6;0.2957
29;1;1 do 10 000 000;6;0.1488
30;1;1 do 10;6;0.2065
30;1;1 do 10 000;6;0.1752
30;1;1 do 10 000 000;6;0.1862
31;1;1 do 10;6;0.2119
31;1;1 do 10 000;6;0.1901
31;1;1 do 10 000 000;6;0.3112
32;1;1 do 10;6;0.228
32;1;1 do 10 000;6;0.1832
32;1;1 do 10 000 000;6;0.1609
33;1;1 do 10;6;0.1793
33;1;1 do 10 000;6;0.1744
33;1;1 do 10 000 000;6;0.1527
34;1;1 do 10;6;0.1594
34;1;1 do 10 000;6;0.1977
34;1;1 do 10 000 000;6;0.1009
35;1;1 do 10;6;0.1728
35;1;1 do 10 000;6;0.1684
35;1;1 do 10 000 000;6;0.1248
36;1;1 do 10;6;0.16
36;1;1 do 10 000;6;0.2101
36;1;1 do 10 000 000;6;0.174
37;1;1 do 10;6;0.1974
37;1;1 do 10 000;6;0.1766
37;1;1 do 10 000 000;6;0.1612
38;1;1 do 10;6;0.1689
38;1;1 do 10 000;6;0.1486
38;1;1 do 10 000 000;6;0.1316
39;1;1 do 10;6;0.1647
39;1;1 do 10 000;6;0.162
39;1;1 do 10 000 000;6;0.14
40;1;1 do 10;6;0.163
40;1;1 do 10 000;6;0.1633
40;1;1 do 10 000 000;6;0.1544
41;1;1 do 10;6;0.169
41;1;1 do 10 000;6;0.1631
41;1;1 do 10 000 000;6;0.209
42;1;1 do 10;6;0.0976
42;1;1 do 10 000;6;0.1474
42;1;1 do 10 000 000;6;0.1658
43;1;1 do 10;6;0.1647
43;1;1 do 10 000;6;0.1546
43;1;1 do 10 000 000;6;0.1816
44;1;1 do 10;6;0.2223
44;1;1 do 10 000;6;0.1757
44;1;1 do 10 000 000;6;0.1762
45;1;1 do 10;6;0.1872
45;1;1 do 10 000;6;0.1833
45;1;1 do 10 000 000;6;0.1636
46;1;1 do 10;6;0.2187
46;1;1 do 10 000;6;0.1776
46;1;1 do 10 000 000;6;0.1398
47;1;1 do 10;6;0.145
47;1;1 do 10 000;6;0.1185
47;1;1 do 10 000 000;6;0.1136
48;1;1 do 10;6;0.0992
48;1;1 do 10 000;6;0.1898
48;1;1 do 10 000 000;6;0.1036
49;1;1 do 10;6;0.1692
49;1;1 do 10 000;6;0.1768
49;1;1 do 10 000 000;6;0.1288
50;1;1 do 10;6;0.1991
50;1;1 do 10 000;6;0.1599
50;1;1 do 10 000 000;6;0.1469
51;1;1 do 10;6;0.1804
51;1;1 do 10 000;6;0.1393
51;1;1 do 10 000 000;6;0.1391
52;1;1 do 10;6;0.1988
52;1;1 do 10 000;6;0.1605
52;1;1 do 10 000 000;6;0.1814
53;1;1 do 10;6;0.1767
53;1;1 do 10 000;6;0.161
53;1;1 do 10 000 000;6;0.1386
54;1;1 do 10;6;0.1524
54;1;1 do 10 000;6;0.301
54;1;1 do 10 000 000;6;0.1859
55;1;1 do 10;6;0.0939
55;1;1 do 10 000;6;0.142
55;1;1 do 10 000 000;6;0.1596
56;1;1 do 10;6;0.1701
56;1;1 do 10 000;6;0.2737
56;1;1 do 10 000 000;6;0.1587
57;1;1 do 10;6;0.1607
57;1;1 do 10 000;6;0.1768
57;1;1 do 10 000 000;6;0.152
58;1;1 do 10;6;0.189
58;1;1 do 10 000;6;0.1765
58;1;1 do 10 000 000;6;0.2754
59;1;1 do 10;6;0.1757
59;1;1 do 10 000;6;0.189
59;1;1 do 10 000 000;6;0.1646
60;1;1 do 10;6;0.2527
60;1;1 do 10 000;6;0.1787
60;1;1 do 10 000 000;6;0.1809
61;1;1 do 10;6;0.1167
61;1;1 do 10 000;6;0.2447
61;1;1 do 10 000 000;6;0.1634
62;1;1 do 10;6;0.1668
62;1;1 do 10 000;6;0.1793
62;1;1 do 10 000 000;6;0.1788
63;1;1 do 10;6;0.2392
63;1;1 do 10 000;6;0.1183
63;1;1 do 10 000 000;6;0.1701
64;1;1 do 10;6;0.1771
64;1;1 do 10 000;6;0.1628
64;1;1 do 10 000 000;6;0.1705
65;1;1 do 10;6;0.1667
65;1;1 do 10 000;6;0.1687
65;1;1 do 10 000 000;6;0.1635
66;1;1 do 10;6;0.4923
66;1;1 do 10 000;6;0.1623
66;1;1 do 10 000 000;6;0.1588
67;1;1 do 10;6;0.1636
67;1;1 do 10 000;6;0.3589
67;1;1 do 10 000 000;6;0.1707
68;1;1 do 10;6;0.3818
68;1;1 do 10 000;6;0.1772
68;1;1 do 10 000 000;6;0.3454
69;1;1 do 10;6;1.7772
69;1;1 do 10 000;6;0.1646
69;1;1 do 10 000 000;6;0.1562
70;1;1 do 10;6;0.2731
70;1;1 do 10 000;6;0.1785
70;1;1 do 10 000 000;6;0.1817
71;1;1 do 10;6;0.6551
71;1;1 do 10 000;6;0.1788
71;1;1 do 10 000 000;6;0.1883
72;1;1 do 10;6;0.3435
72;1;1 do 10 000;6;0.1642
72;1;1 do 10 000 000;6;0.2108
73;1;1 do 10;6;0.38
73;1;1 do 10 000;6;0.1696
73;1;1 do 10 000 000;6;0.158
74;1;1 do 10;6;0.19
74;1;1 do 10 000;6;0.3429
74;1;1 do 10 000 000;6;0.1718
75;1;1 do 10;6;0.5181
75;1;1 do 10 000;6;0.1817
75;1;1 do 10 000 000;6;0.2466
76;1;1 do 10;6;0.3178
76;1;1 do 10 000;6;0.1689
76;1;1 do 10 000 000;6;0.1636
77;1;1 do 10;6;0.2991
77;1;1 do 10 000;6;0.2864
77;1;1 do 10 000 000;6;0.1641
78;1;1 do 10;6;0.1863
78;1;1 do 10 000;6;0.1658
78;1;1 do 10 000 000;6;0.2322
79;1;1 do 10;6;0.3092
79;1;1 do 10 000;6;0.1609
79;1;1 do 10 000 000;6;0.1665
80;1;1 do 10;6;0.3174
80;1;1 do 10 000;6;0.1754
80;1;1 do 10 000 000;6;0.1859
81;1;1 do 10;6;0.3123
81;1;1 do 10 000;6;0.1573
81;1;1 do 10 000 000;6;0.1564
82;1;1 do 10;6;0.1705
82;1;1 do 10 000;6;0.2202
82;1;1 do 10 000 000;6;0.1818
83;1;1 do 10;6;0.2121
83;1;1 do 10 000;6;0.1732
83;1;1 do 10 000 000;6;0.1795
84;1;1 do 10;6;0.1819
84;1;1 do 10 000;6;0.1754
84;1;1 do 10 000 000;6;0.1921
85;1;1 do 10;6;0.4327
85;1;1 do 10 000;6;0.1673
85;1;1 do 10 000 000;6;0.2008
86;1;1 do 10;6;0.2906
86;1;1 do 10 000;6;0.1691
86;1;1 do 10 000 000;6;0.1976
87;1;1 do 10;6;0.2097
87;1;1 do 10 000;6;0.1872
87;1;1 do 10 000 000;6;0.1606
88;1;1 do 10;6;0.1827
88;1;1 do 10 000;6;0.1601
88;1;1 do 10 000 000;6;0.1708
89;1;1 do 10;6;0.1742
89;1;1 do 10 000;6;0.16
89;1;1 do 10 000 000;6;0.168
90;1;1 do 10;6;0.2682
90;1;1 do 10 000;6;0.1603
90;1;1 do 10 000 000;6;0.2087
91;1;1 do 10;6;0.1664
91;1;1 do 10 000;6;0.2152
91;1;1 do 10 000 000;6;0.1773
92;1;1 do 10;6;0.1975
92;1;1 do 10 000;6;0.1617
92;1;1 do 10 000 000;6;0.1582
93;1;1 do 10;6;0.1669
93;1;1 do 10 000;6;0.1703
93;1;1 do 10 000 000;6;0.164
94;1;1 do 10;6;0.1615
94;1;1 do 10 000;6;0.241
94;1;1 do 10 000 000;6;0.1663
95;1;1 do 10;6;0.1742
95;1;1 do 10 000;6;0.2859
95;1;1 do 10 000 000;6;0.1773
96;1;1 do 10;6;0.1728
96;1;1 do 10 000;6;0.361
96;1;1 do 10 000 000;6;0.1799
97;1;1 do 10;6;2.3447
97;1;1 do 10 000;6;0.2912
97;1;1 do 10 000 000;6;3.4444
98;1;1 do 10;6;0.3298
98;1;1 do 10 000;6;0.2019
98;1;1 do 10 000 000;6;0.1728
99;1;1 do 10;6;0.2916
99;1;1 do 10 000;6;0.1994
99;1;1 do 10 000 000;6;0.2666
100;1;1 do 10;6;0.2166
100;1;1 do 10 000;6;0.1717
100;1;1 do 10 000 000;6;0.2078
1;1;1 do 10;7;0.3977
1;1;1 do 10 000;7;0.575
1;1;1 do 10 000 000;7;0.3925
2;1;1 do 10;7;0.3532
2;1;1 do 10 000;7;0.36
2;1;1 do 10 000 000;7;0.3689
3;1;1 do 10;7;0.3693
3;1;1 do 10 000;7;0.3975
3;1;1 do 10 000 000;7;0.3423
4;1;1 do 10;7;0.3536
4;1;1 do 10 000;7;0.2657
4;1;1 do 10 000 000;7;0.2861
5;1;1 do 10;7;0.3568
5;1;1 do 10 000;7;0.3376
5;1;1 do 10 000 000;7;0.3445
6;1;1 do 10;7;0.3325
6;1;1 do 10 000;7;0.3615
6;1;1 do 10 000 000;7;0.3817
7;1;1 do 10;7;0.3473
7;1;1 do 10 000;7;0.3125
7;1;1 do 10 000 000;7;0.2625
8;1;1 do 10;7;0.3547
8;1;1 do 10 000;7;0.4358
8;1;1 do 10 000 000;7;0.3314
9;1;1 do 10;7;0.317
9;1;1 do 10 000;7;0.2463
9;1;1 do 10 000 000;7;0.2181
10;1;1 do 10;7;0.3051
10;1;1 do 10 000;7;0.2315
10;1;1 do 10 000 000;7;0.2334
11;1;1 do 10;7;0.2468
11;1;1 do 10 000;7;0.1994
11;1;1 do 10 000 000;7;0.3259
12;1;1 do 10;7;0.3335
12;1;1 do 10 000;7;0.3594
12;1;1 do 10 000 000;7;0.292
13;1;1 do 10;7;0.1835
13;1;1 do 10 000;7;0.3311
13;1;1 do 10 000 000;7;0.2519
14;1;1 do 10;7;0.3192
14;1;1 do 10 000;7;0.2963
14;1;1 do 10 000 000;7;0.3335
15;1;1 do 10;7;0.3187
15;1;1 do 10 000;7;0.342
15;1;1 do 10 000 000;7;0.2895
16;1;1 do 10;7;0.3218
16;1;1 do 10 000;7;0.3348
16;1;1 do 10 000 000;7;0.2319
17;1;1 do 10;7;0.8973
17;1;1 do 10 000;7;0.3394
17;1;1 do 10 000 000;7;0.399
18;1;1 do 10;7;0.3282
18;1;1 do 10 000;7;0.2804
18;1;1 do 10 000 000;7;0.3249
19;1;1 do 10;7;0.2574
19;1;1 do 10 000;7;0.2108
19;1;1 do 10 000 000;7;0.1947
20;1;1 do 10;7;0.174
20;1;1 do 10 000;7;0.2535
20;1;1 do 10 000 000;7;0.2065
21;1;1 do 10;7;0.3483
21;1;1 do 10 000;7;0.3506
21;1;1 do 10 000 000;7;0.3022
22;1;1 do 10;7;0.2342
22;1;1 do 10 000;7;0.3203
22;1;1 do 10 000 000;7;0.2461
23;1;1 do 10;7;0.2911
23;1;1 do 10 000;7;0.3673
23;1;1 do 10 000 000;7;0.3156
24;1;1 do 10;7;0.3343
24;1;1 do 10 000;7;0.1884
24;1;1 do 10 000 000;7;0.3285
25;1;1 do 10;7;0.2353
25;1;1 do 10 000;7;0.1981
25;1;1 do 10 000 000;7;0.2249
26;1;1 do 10;7;0.3706
26;1;1 do 10 000;7;0.3271
26;1;1 do 10 000 000;7;0.338
27;1;1 do 10;7;0.3179
27;1;1 do 10 000;7;0.3065
27;1;1 do 10 000 000;7;0.3318
28;1;1 do 10;7;0.2674
28;1;1 do 10 000;7;0.2233
28;1;1 do 10 000 000;7;0.3648
29;1;1 do 10;7;1.1562
29;1;1 do 10 000;7;0.4154
29;1;1 do 10 000 000;7;0.3403
30;1;1 do 10;7;1.8015
30;1;1 do 10 000;7;0.3552
30;1;1 do 10 000 000;7;0.3379
31;1;1 do 10;7;0.322
31;1;1 do 10 000;7;0.2734
31;1;1 do 10 000 000;7;0.3496
32;1;1 do 10;7;0.3523
32;1;1 do 10 000;7;0.3431
32;1;1 do 10 000 000;7;0.3208
33;1;1 do 10;7;0.3716
33;1;1 do 10 000;7;0.3731
33;1;1 do 10 000 000;7;0.3398
34;1;1 do 10;7;0.4466
34;1;1 do 10 000;7;0.36
34;1;1 do 10 000 000;7;0.2872
35;1;1 do 10;7;0.3184
35;1;1 do 10 000;7;0.2216
35;1;1 do 10 000 000;7;0.3077
36;1;1 do 10;7;0.2421
36;1;1 do 10 000;7;0.2168
36;1;1 do 10 000 000;7;0.5189
37;1;1 do 10;7;0.3904
37;1;1 do 10 000;7;0.5462
37;1;1 do 10 000 000;7;0.3567
38;1;1 do 10;7;1.8663
38;1;1 do 10 000;7;0.3868
38;1;1 do 10 000 000;7;0.3357
39;1;1 do 10;7;0.4041
39;1;1 do 10 000;7;0.3694
39;1;1 do 10 000 000;7;0.3111
40;1;1 do 10;7;0.3629
40;1;1 do 10 000;7;0.3075
40;1;1 do 10 000 000;7;0.2477
41;1;1 do 10;7;0.3878
41;1;1 do 10 000;7;0.1917
41;1;1 do 10 000 000;7;0.1931
42;1;1 do 10;7;0.1757
42;1;1 do 10 000;7;0.178
42;1;1 do 10 000 000;7;0.1837
43;1;1 do 10;7;0.4304
43;1;1 do 10 000;7;0.3335
43;1;1 do 10 000 000;7;0.1962
44;1;1 do 10;7;0.3764
44;1;1 do 10 000;7;0.3415
44;1;1 do 10 000 000;7;0.3378
45;1;1 do 10;7;0.3066
45;1;1 do 10 000;7;0.2929
45;1;1 do 10 000 000;7;0.3281
46;1;1 do 10;7;0.3811
46;1;1 do 10 000;7;0.318
46;1;1 do 10 000 000;7;0.3828
47;1;1 do 10;7;0.26
47;1;1 do 10 000;7;0.32
47;1;1 do 10 000 000;7;0.3216
48;1;1 do 10;7;0.1862
48;1;1 do 10 000;7;0.3288
48;1;1 do 10 000 000;7;0.2391
49;1;1 do 10;7;0.3409
49;1;1 do 10 000;7;0.3512
49;1;1 do 10 000 000;7;0.3034
50;1;1 do 10;7;0.3601
50;1;1 do 10 000;7;0.3047
50;1;1 do 10 000 000;7;0.2773
51;1;1 do 10;7;0.454
51;1;1 do 10 000;7;0.2048
51;1;1 do 10 000 000;7;0.3349
52;1;1 do 10;7;0.2379
52;1;1 do 10 000;7;0.3944
52;1;1 do 10 000 000;7;0.3642
53;1;1 do 10;7;0.1961
53;1;1 do 10 000;7;0.2541
53;1;1 do 10 000 000;7;0.2182
54;1;1 do 10;7;0.33
54;1;1 do 10 000;7;0.3383
54;1;1 do 10 000 000;7;0.2287
55;1;1 do 10;7;0.3436
55;1;1 do 10 000;7;0.1845
55;1;1 do 10 000 000;7;0.342
56;1;1 do 10;7;0.3445
56;1;1 do 10 000;7;0.1865
56;1;1 do 10 000 000;7;0.2567
57;1;1 do 10;7;0.3371
57;1;1 do 10 000;7;0.4315
57;1;1 do 10 000 000;7;0.3551
58;1;1 do 10;7;0.3745
58;1;1 do 10 000;7;0.3835
58;1;1 do 10 000 000;7;0.2856
59;1;1 do 10;7;0.3542
59;1;1 do 10 000;7;0.3445
59;1;1 do 10 000 000;7;0.3203
60;1;1 do 10;7;0.3255
60;1;1 do 10 000;7;0.2439
60;1;1 do 10 000 000;7;0.3329
61;1;1 do 10;7;0.2255
61;1;1 do 10 000;7;0.2494
61;1;1 do 10 000 000;7;0.2514
62;1;1 do 10;7;0.3447
62;1;1 do 10 000;7;0.2655
62;1;1 do 10 000 000;7;0.2208
63;1;1 do 10;7;0.3399
63;1;1 do 10 000;7;0.3416
63;1;1 do 10 000 000;7;0.221
64;1;1 do 10;7;0.347
64;1;1 do 10 000;7;0.3571
64;1;1 do 10 000 000;7;0.3589
65;1;1 do 10;7;0.3418
65;1;1 do 10 000;7;0.2807
65;1;1 do 10 000 000;7;0.2232
66;1;1 do 10;7;0.3271
66;1;1 do 10 000;7;0.2518
66;1;1 do 10 000 000;7;0.229
67;1;1 do 10;7;0.3427
67;1;1 do 10 000;7;0.2684
67;1;1 do 10 000 000;7;0.215
68;1;1 do 10;7;0.28
68;1;1 do 10 000;7;0.3797
68;1;1 do 10 000 000;7;0.3552
69;1;1 do 10;7;0.7515
69;1;1 do 10 000;7;0.3538
69;1;1 do 10 000 000;7;0.3269
70;1;1 do 10;7;0.5468
70;1;1 do 10 000;7;0.316
70;1;1 do 10 000 000;7;0.3369
71;1;1 do 10;7;0.271
71;1;1 do 10 000;7;0.3595
71;1;1 do 10 000 000;7;0.3314
72;1;1 do 10;7;0.1831
72;1;1 do 10 000;7;0.2048
72;1;1 do 10 000 000;7;0.1858
73;1;1 do 10;7;0.1788
73;1;1 do 10 000;7;0.1819
73;1;1 do 10 000 000;7;0.2062
74;1;1 do 10;7;0.1778
74;1;1 do 10 000;7;0.2961
74;1;1 do 10 000 000;7;0.1855
75;1;1 do 10;7;0.1755
75;1;1 do 10 000;7;0.3755
75;1;1 do 10 000 000;7;0.4923
76;1;1 do 10;7;0.3244
76;1;1 do 10 000;7;1.4517
76;1;1 do 10 000 000;7;0.3707
77;1;1 do 10;7;0.3584
77;1;1 do 10 000;7;0.3492
77;1;1 do 10 000 000;7;0.3586
78;1;1 do 10;7;0.3314
78;1;1 do 10 000;7;0.3553
78;1;1 do 10 000 000;7;0.1795
79;1;1 do 10;7;0.3099
79;1;1 do 10 000;7;0.2423
79;1;1 do 10 000 000;7;0.3298
80;1;1 do 10;7;0.1805
80;1;1 do 10 000;7;0.28
80;1;1 do 10 000 000;7;0.225
81;1;1 do 10;7;0.3472
81;1;1 do 10 000;7;0.3247
81;1;1 do 10 000 000;7;0.3332
82;1;1 do 10;7;0.7459
82;1;1 do 10 000;7;0.3314
82;1;1 do 10 000 000;7;0.278
83;1;1 do 10;7;0.3742
83;1;1 do 10 000;7;0.1966
83;1;1 do 10 000 000;7;0.2171
84;1;1 do 10;7;0.1834
84;1;1 do 10 000;7;0.1925
84;1;1 do 10 000 000;7;0.3209
85;1;1 do 10;7;0.3328
85;1;1 do 10 000;7;0.2226
85;1;1 do 10 000 000;7;0.2813
86;1;1 do 10;7;0.3063
86;1;1 do 10 000;7;0.3785
86;1;1 do 10 000 000;7;0.3937
87;1;1 do 10;7;0.4537
87;1;1 do 10 000;7;0.2829
87;1;1 do 10 000 000;7;0.3976
88;1;1 do 10;7;0.4193
88;1;1 do 10 000;7;0.211
88;1;1 do 10 000 000;7;0.6686
89;1;1 do 10;7;0.3325
